date,kickoff,div,country,league,league_label,fixture,home,away,confidence,xg_home,xg_away,group,market,selection,prob,fair_odds,validation,price,edge_pct,exp_shots,exp_sot,exp_corners,exp_fouls
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Total yellow cards,Under 2.5,0.3575,2.8,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Total yellow cards,Over 3.5,0.4218,2.37,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Total yellow cards,Under 3.5,0.5782,1.73,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Total yellow cards,Over 4.5,0.2392,4.18,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Total yellow cards,Under 4.5,0.7608,1.31,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Home yellow cards,Over 0.5,0.7943,1.26,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Home yellow cards,Over 1.5,0.469,2.13,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Away yellow cards,Over 0.5,0.8225,1.22,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Stockport v Peterboro,Stockport,Peterboro,27.5,2.12,1.13,yellows,Away yellow cards,Over 1.5,0.5156,1.94,no better than league average,,,27.2,10.5,10.5,20.7
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,1X2,Home,0.4093,2.44,no better than league average,2.45,0.29,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,1X2,Draw,0.2545,3.93,no better than league average,3.6,-8.39,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,1X2,Away,0.3362,2.97,no better than league average,2.5,-15.96,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Double chance,Home or Draw,0.6638,1.51,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Double chance,Home or Away,0.7455,1.34,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Double chance,Draw or Away,0.5907,1.69,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Over 0.5,0.9421,1.06,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Under 0.5,0.0579,17.27,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Over 1.5,0.795,1.26,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Under 1.5,0.205,4.88,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Over 2.5,0.5613,1.78,no better than league average,1.67,-6.26,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Under 2.5,0.4387,2.28,no better than league average,2.15,-5.68,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Over 3.5,0.3374,2.96,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Under 3.5,0.6626,1.51,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Over 4.5,0.1734,5.77,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Total goals,Under 4.5,0.8266,1.21,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Both teams to score,Yes,0.5945,1.68,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Both teams to score,No,0.4055,2.47,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Home team goals,Over 0.5,0.7874,1.27,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Home team goals,Over 1.5,0.4582,2.18,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Home team goals,Over 2.5,0.2033,4.92,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Away team goals,Over 0.5,0.7493,1.33,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Away team goals,Over 1.5,0.4024,2.49,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Away team goals,Over 2.5,0.1625,6.15,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Asian handicap,Home +0,0.5491,1.82,no better than league average,1.93,5.97,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,goals,Asian handicap,Away -0,0.4509,2.22,no better than league average,1.93,-12.97,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,ht_goals,Half-time result,Home,0.2498,4.0,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,ht_goals,Half-time result,Draw,0.4154,2.41,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,ht_goals,Half-time result,Away,0.3348,2.99,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,ht_goals,Half-time goals,Over 0.5,0.7029,1.42,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,ht_goals,Half-time goals,Over 1.5,0.3423,2.92,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,ht_goals,Half-time goals,Over 2.5,0.1235,8.1,no better than league average,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Total shots,Over 22.5,0.5806,1.72,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Total shots,Under 22.5,0.4194,2.38,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Total shots,Over 24.5,0.4609,2.17,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Total shots,Under 24.5,0.5391,1.85,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Total shots,Over 26.5,0.349,2.87,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Total shots,Under 26.5,0.651,1.54,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Home shots,Over 12.5,0.589,1.7,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Home shots,Over 14.5,0.4315,2.32,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Away shots,Over 8.5,0.6202,1.61,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,shots,Away shots,Over 10.5,0.4336,2.31,marginal,,,,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Total shots on target,Over 7.5,0.6276,1.59,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Total shots on target,Under 7.5,0.3724,2.69,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Total shots on target,Over 8.5,0.5084,1.97,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Total shots on target,Under 8.5,0.4916,2.03,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Total shots on target,Over 9.5,0.3938,2.54,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Total shots on target,Under 9.5,0.6062,1.65,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Home shots on target,Over 4.5,0.595,1.68,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Home shots on target,Over 5.5,0.4424,2.26,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Away shots on target,Over 2.5,0.6333,1.58,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,sot,Away shots on target,Over 3.5,0.4397,2.27,beats league average,,,24.3,,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Total corners,Over 8.5,0.5917,1.69,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Total corners,Under 8.5,0.4083,2.45,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Total corners,Over 9.5,0.4847,2.06,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Total corners,Under 9.5,0.5153,1.94,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Total corners,Over 10.5,0.3834,2.61,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Total corners,Under 10.5,0.6166,1.62,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Home corners,Over 5.5,0.5443,1.84,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Home corners,Over 6.5,0.4129,2.42,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Away corners,Over 2.5,0.6275,1.59,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,corners,Away corners,Over 3.5,0.4455,2.24,no better than league average,,,24.3,8.8,,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Total fouls,Over 19.5,0.6751,1.48,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Total fouls,Under 19.5,0.3249,3.08,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Total fouls,Over 21.5,0.5167,1.94,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Total fouls,Under 21.5,0.4833,2.07,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Total fouls,Over 23.5,0.3608,2.77,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Total fouls,Under 23.5,0.6392,1.56,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Home fouls,Over 8.5,0.6575,1.52,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Home fouls,Over 10.5,0.4207,2.38,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Away fouls,Over 9.5,0.732,1.37,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,fouls,Away fouls,Over 11.5,0.519,1.93,beats league average,,,24.3,8.8,9.7,
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Total yellow cards,Over 2.5,0.6391,1.56,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Total yellow cards,Under 2.5,0.3609,2.77,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Total yellow cards,Over 3.5,0.4181,2.39,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Total yellow cards,Under 3.5,0.5819,1.72,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Total yellow cards,Over 4.5,0.2361,4.24,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Total yellow cards,Under 4.5,0.7639,1.31,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Home yellow cards,Over 0.5,0.6934,1.44,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Home yellow cards,Over 1.5,0.3309,3.02,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Away yellow cards,Over 1.5,0.6231,1.6,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,15:00,E2,England,League One,England · League One,Wycombe v Reading,Wycombe,Reading,27.6,1.55,1.38,yellows,Away yellow cards,Over 2.5,0.3532,2.83,no better than league average,,,24.3,8.8,9.7,21.9
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,1X2,Home,0.3631,2.75,no better than league average,2.15,-21.94,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,1X2,Draw,0.2548,3.92,no better than league average,3.4,-13.36,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,1X2,Away,0.3821,2.62,no better than league average,3.2,22.27,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Double chance,Home or Draw,0.6179,1.62,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Double chance,Home or Away,0.7452,1.34,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Double chance,Draw or Away,0.6369,1.57,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Over 0.5,0.9362,1.07,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Under 0.5,0.0638,15.66,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Over 1.5,0.7589,1.32,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Under 1.5,0.2411,4.15,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Over 2.5,0.5172,1.93,no better than league average,1.75,-9.48,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Under 2.5,0.4828,2.07,no better than league average,2.05,-1.03,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Over 3.5,0.2958,3.38,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Under 3.5,0.7042,1.42,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Over 4.5,0.1438,6.95,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Total goals,Under 4.5,0.8562,1.17,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Both teams to score,Yes,0.5567,1.8,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Both teams to score,No,0.4433,2.26,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Home team goals,Over 0.5,0.7412,1.35,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Home team goals,Over 1.5,0.3913,2.56,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Home team goals,Over 2.5,0.1549,6.46,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Away team goals,Over 0.5,0.7517,1.33,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Away team goals,Over 1.5,0.4058,2.46,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Away team goals,Over 2.5,0.1648,6.07,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Asian handicap,Home -0.25,0.4161,2.4,no better than league average,1.93,-19.69,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,goals,Asian handicap,Away +0.25,0.5839,1.71,no better than league average,1.88,9.77,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,ht_goals,Half-time result,Home,0.3042,3.29,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,ht_goals,Half-time result,Draw,0.3845,2.6,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,ht_goals,Half-time result,Away,0.3113,3.21,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,ht_goals,Half-time goals,Over 0.5,0.7512,1.33,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,ht_goals,Half-time goals,Over 1.5,0.4051,2.47,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,ht_goals,Half-time goals,Over 2.5,0.1644,6.08,no better than league average,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Total shots,Over 23.5,0.6188,1.62,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Total shots,Under 23.5,0.3812,2.62,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Total shots,Over 25.5,0.4975,2.01,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Total shots,Under 25.5,0.5025,1.99,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Total shots,Over 27.5,0.3807,2.63,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Total shots,Under 27.5,0.6193,1.61,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Home shots,Over 12.5,0.5923,1.69,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Home shots,Over 14.5,0.4278,2.34,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Away shots,Over 9.5,0.6767,1.48,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,shots,Away shots,Over 11.5,0.4955,2.02,marginal,,,,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,sot,Total shots on target,Over 7.5,0.6193,1.61,beats league average,,,25.9,,,
2026-09-26,13:00,SP2,Spain,La Liga 2,Spain · La Liga 2,Ceuta v Sociedad B,Ceuta,Sociedad B,21.9,1.35,1.39,sot,Total shots on target,Under 7.5,0.3807,2.63,beats league average,,,25.9,,,
